ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
329,7316.35,80.24,0,3.93,63.93,2,1.81,6.25,1.08,88.86,8,2134.35,0.373,5.09,293.7,1
673,7965.0,91.13,4,1.6,64.01,17,0.1,2.32,8.91,93.38,5,3535.68,0.209,1.86,365.54,1
886,9369.94,90.25,1,0.88,90.54,23,0.3,8.42,2.05,98.02,5,3226.35,0.29,7.53,440.72,0
615,12940.87,96.15,2,2.36,62.57,5,1.76,5.94,5.34,91.01,10,4696.66,0.213,6.47,164.81,1
502,18242.38,87.11,2,3.98,62.74,3,2.31,7.82,5.95,93.53,10,1717.19,0.26,3.94,425.65,1
230,16408.19,88.21,4,4.33,95.55,18,0.83,8.01,0.41,81.54,10,1818.28,0.319,1.69,124.59,0
323,15622.36,83.36,2,3.8,92.02,8,0.95,6.05,0.96,99.09,0,4795.86,0.356,9.33,292.85,0
952,7627.71,94.82,0,3.01,95.26,17,1.15,9.4,9.72,86.3,9,1391.86,0.476,3.84,304.59,0
587,10365.24,95.69,2,3.76,86.02,17,3.9,9.92,6.65,87.09,9,3538.73,0.233,3.48,179.03,1
371,12176.07,82.73,1,3.57,72.9,6,3.86,4.87,0.34,84.46,8,1242.26,0.334,1.91,135.87,1
476,7211.39,87.87,4,1.55,96.25,1,1.91,3.01,7.94,81.69,8,1307.96,0.461,6.2,129.96,1
620,9101.45,97.86,4,2.98,71.95,13,0.86,4.91,5.09,95.8,4,3388.59,0.216,3.39,114.89,0
584,9625.0,80.05,0,3.97,71.02,10,0.55,3.79,0.75,84.81,7,3205.47,0.446,8.59,329.44,1
730,6909.14,85.98,4,1.93,95.46,21,0.44,6.25,6.81,85.65,6,3292.1,0.483,7.14,162.19,0
332,13253.6,91.1,0,3.44,87.23,8,1.96,5.03,4.99,83.64,9,2894.61,0.439,1.04,423.48,1
684,15575.42,86.68,3,2.67,95.83,6,0.23,5.84,2.05,99.5,3,3969.44,0.328,6.09,459.58,0
498,6048.97,85.44,2,2.76,66.24,21,1.67,8.11,8.78,95.62,8,4968.75,0.389,3.09,216.96,1
947,12216.85,89.2,1,0.91,98.09,18,4.81,4.19,2.91,98.6,8,2103.12,0.292,1.14,165.79,0
242,16733.17,83.63,2,3.5,84.51,15,2.54,6.3,2.85,97.23,9,2293.76,0.339,6.57,263.84,1
233,16219.85,90.59,1,4.4,86.72,23,4.11,4.68,2.73,98.13,1,2292.2,0.49,2.84,452.63,1
515,17226.1,94.13,4,1.14,96.56,19,0.65,8.28,7.67,89.58,9,4053.08,0.2,9.1,259.93,1
558,11723.61,91.51,5,2.15,75.23,21,1.34,7.12,7.06,83.41,2,2392.06,0.417,6.16,143.33,1
722,17308.36,81.86,4,0.72,88.78,19,4.73,2.07,9.03,86.54,10,3706.95,0.302,2.88,493.87,1
464,8611.3,96.89,2,0.63,85.61,10,1.92,7.28,2.29,85.85,0,2783.55,0.171,9.81,299.87,0
923,10412.16,83.5,3,4.95,91.51,1,3.24,3.36,7.86,94.34,2,3431.22,0.357,5.92,236.95,1
527,7645.33,95.3,2,2.72,95.88,15,4.88,7.8,5.73,80.51,6,4316.06,0.417,2.49,457.45,1
216,12012.27,87.21,4,2.1,87.2,19,2.75,6.54,3.09,82.84,5,3056.23,0.328,5.66,470.96,1
207,10880.9,95.66,3,1.74,62.71,24,1.53,5.21,0.35,93.66,7,2900.69,0.435,9.63,298.72,0
977,8613.91,84.13,2,4.91,67.33,17,2.66,7.55,8.19,82.47,4,2067.9,0.246,4.82,222.69,1
220,16276.71,83.73,2,1.64,98.16,14,0.27,8.85,2.41,80.97,0,3063.62,0.466,4.83,293.05,0
954,9707.7,89.94,2,3.77,98.75,14,0.56,8.23,6.32,82.18,6,2049.65,0.359,5.15,187.71,0
350,9092.06,80.66,3,1.78,98.7,2,0.04,6.36,5.49,93.81,5,4374.28,0.421,3.52,291.3,0
184,6963.35,84.51,4,0.82,61.47,0,4.42,7.78,0.04,82.79,5,2555.46,0.209,2.46,191.77,1
374,11582.33,94.48,2,3.57,75.3,1,3.36,5.31,9.94,82.93,4,1516.43,0.278,6.21,348.88,1
653,9544.47,96.75,4,0.51,90.39,22,1.49,8.31,8.14,84.61,9,1959.87,0.464,9.05,403.96,0
485,10539.09,81.62,4,3.54,90.12,19,1.11,8.63,4.86,95.02,8,3138.33,0.12,7.62,487.77,1
807,8539.96,97.64,2,1.63,63.44,6,3.42,3.1,6.8,84.01,1,4665.15,0.262,1.87,437.03,1
650,16447.33,95.95,5,3.86,84.38,10,4.6,3.9,4.77,80.71,0,2202.25,0.412,4.61,134.45,1
461,18950.05,97.39,1,3.96,65.71,12,1.5,4.16,7.45,98.12,1,2057.54,0.398,1.05,184.61,1
671,12468.98,93.97,5,3.76,79.73,6,1.61,3.33,1.34,97.53,0,2626.24,0.441,3.77,312.68,1
975,14644.98,93.48,1,0.61,69.59,10,4.27,5.14,4.46,83.7,7,4871.02,0.396,7.02,203.04,1
471,18007.58,90.5,3,3.67,62.13,8,4.47,3.54,3.36,85.31,6,4380.88,0.479,3.61,105.75,1
238,19982.44,93.06,1,4.96,63.2,17,4.57,6.76,4.6,83.77,5,1598.67,0.299,8.57,401.92,1
468,14202.75,98.38,2,1.59,96.44,18,1.47,2.81,4.5,94.39,6,3455.01,0.35,5.3,243.11,0
856,18346.69,82.01,2,1.73,89.79,2,0.6,4.16,1.43,85.0,8,4167.46,0.439,7.02,126.44,1
296,18629.12,86.32,4,4.16,97.27,11,2.2,7.32,9.76,98.63,9,4072.04,0.381,8.95,303.53,1
955,16871.77,81.45,0,1.22,78.8,24,1.48,5.19,0.15,96.55,4,2955.38,0.141,7.15,490.88,1
630,11913.97,98.9,5,3.47,76.53,21,4.42,5.37,0.1,91.77,6,3927.33,0.247,9.08,371.42,1
642,6217.31,88.91,5,3.9,74.34,19,0.18,8.38,3.73,80.18,6,3334.35,0.321,8.27,163.51,1
385,5237.08,93.51,3,0.67,84.65,18,3.17,9.88,6.2,97.67,10,1805.78,0.402,6.1,305.72,0
929,12158.01,96.82,3,2.99,74.06,0,4.53,6.52,1.8,94.56,8,1224.21,0.317,3.68,460.69,1
132,12414.72,99.82,4,3.09,89.85,24,4.88,2.63,5.33,95.76,3,2478.0,0.411,3.68,121.7,0
369,11110.44,83.24,1,1.87,92.05,18,3.25,2.82,7.23,81.44,9,1247.76,0.435,8.88,355.16,1
476,13522.51,95.99,4,4.44,95.03,22,4.75,9.75,0.94,94.17,4,2580.05,0.206,1.48,388.51,1
530,13282.44,97.75,1,1.23,69.71,22,0.38,7.43,9.84,96.09,8,4315.52,0.346,9.47,381.6,0
527,17549.2,80.98,4,2.14,81.08,6,1.8,8.02,3.37,99.13,10,4377.18,0.323,3.94,160.07,1
233,6629.86,95.08,1,4.32,68.94,0,0.04,7.41,6.42,91.61,8,1136.3,0.191,7.65,462.91,1
303,8377.66,87.09,4,1.36,61.5,16,4.91,3.44,1.11,90.16,1,1278.14,0.296,3.97,228.91,1
185,16895.07,92.97,4,4.2,88.31,11,4.51,5.59,7.09,88.51,2,3679.47,0.319,9.58,120.7,1
615,17717.55,90.28,1,0.86,81.96,0,0.14,8.38,8.4,94.03,8,2999.99,0.427,1.33,133.29,0
416,19922.36,85.19,3,2.7,88.96,6,0.09,8.93,1.05,98.42,1,1597.43,0.284,4.18,283.03,0
609,18093.68,82.7,2,0.84,63.5,24,1.83,3.9,1.26,92.0,0,4222.12,0.132,8.81,115.99,1
631,18348.49,82.34,1,3.55,99.82,9,1.29,6.77,2.81,84.55,2,1865.98,0.295,3.47,411.82,1
732,9715.22,82.07,3,4.06,99.77,6,4.23,3.26,0.12,80.35,5,1312.6,0.435,3.48,446.33,1
592,11024.92,92.76,5,4.32,78.6,16,0.8,9.67,9.86,92.38,1,3998.03,0.329,9.09,105.35,1
683,9021.28,87.03,0,4.92,94.64,16,3.95,4.02,5.98,97.29,1,3432.5,0.228,8.48,424.01,1
629,14094.49,84.33,5,3.52,69.74,8,2.77,7.81,6.08,81.32,3,2577.77,0.468,1.95,492.48,1
687,19082.08,93.84,5,3.96,89.5,21,1.89,3.85,9.59,87.95,6,3770.9,0.162,6.22,112.15,1
655,10169.61,93.74,3,2.78,95.17,14,0.73,6.93,8.32,98.8,5,4645.52,0.231,3.01,389.99,0
384,13355.03,90.78,3,4.61,92.59,4,4.99,7.27,8.14,90.03,8,1136.73,0.275,2.94,499.64,1
321,9444.49,98.7,2,3.4,92.47,8,3.09,4.63,3.4,84.41,10,3510.72,0.395,6.54,418.85,0
809,7547.0,87.71,0,4.48,78.52,21,2.2,8.55,3.35,87.07,0,1872.67,0.434,2.11,302.14,0
408,7927.78,96.72,3,1.56,92.8,2,1.86,9.08,2.92,88.16,7,2896.55,0.123,5.23,453.93,0
594,5869.18,81.5,4,2.74,87.63,0,4.53,8.84,3.47,82.35,1,2695.92,0.417,3.3,383.17,1
277,19239.4,94.8,1,3.78,65.3,16,4.11,4.65,3.7,93.22,3,2559.92,0.388,8.69,216.98,1
488,11043.19,99.77,4,1.41,64.57,11,4.06,7.95,1.4,91.84,3,1761.42,0.458,5.99,189.73,0
577,17511.81,96.93,4,1.45,90.88,6,3.08,6.48,3.56,92.95,7,4210.6,0.46,2.94,305.02,1
664,15219.94,91.59,4,4.9,85.02,11,4.44,6.74,4.47,92.22,2,2518.08,0.411,9.34,249.2,1
574,7878.82,92.54,2,2.46,80.78,4,1.5,5.82,3.09,80.33,9,4548.79,0.176,8.41,231.79,1
424,7631.93,87.07,2,1.32,96.29,9,3.52,6.8,1.65,83.49,4,2418.67,0.226,3.39,171.17,0
966,17179.82,93.59,2,1.99,86.38,5,2.02,3.09,3.73,83.31,8,4358.85,0.475,9.65,438.11,1
561,8970.68,95.41,5,2.29,75.85,14,3.0,5.27,4.81,81.96,10,3177.87,0.339,3.41,382.01,1
828,18699.28,99.96,5,3.3,76.56,16,4.99,3.42,7.21,94.71,5,2542.5,0.316,3.63,232.53,1
763,7100.83,89.85,2,4.65,84.21,22,4.92,4.24,7.11,82.4,1,3816.13,0.466,4.47,195.07,1
603,15165.63,81.23,5,4.94,90.41,1,2.56,3.02,2.03,93.36,7,4146.62,0.45,2.48,151.26,1
898,17217.11,91.92,3,3.43,82.57,8,2.87,3.7,0.37,83.57,4,2930.76,0.391,7.18,145.01,1
215,8528.85,82.38,2,3.65,80.35,6,4.49,8.26,3.04,82.37,3,2701.68,0.453,6.02,350.19,1
929,9143.11,84.9,0,1.95,89.08,14,4.93,6.4,1.57,83.25,5,3309.68,0.146,9.05,143.53,1
866,19467.78,86.58,3,4.36,88.21,13,3.89,2.19,3.96,90.17,3,3340.65,0.403,3.17,484.09,1
553,8968.96,94.62,3,1.48,93.21,21,0.33,8.31,9.79,92.91,3,2701.92,0.486,2.53,211.65,0
760,11449.36,83.68,5,0.98,62.5,22,1.61,9.28,1.81,96.24,10,4030.65,0.12,4.23,110.32,1
568,11487.73,83.32,4,4.88,90.2,19,4.48,9.04,3.19,82.57,3,2598.89,0.189,2.31,442.13,1
342,8795.52,80.9,0,4.39,80.55,4,3.84,8.58,7.25,92.32,5,2811.99,0.418,9.52,247.03,1
820,16636.87,97.46,3,1.87,62.99,1,3.71,9.94,5.09,95.48,7,3421.27,0.308,7.46,237.19,1
321,16577.74,93.87,4,3.54,87.16,22,3.34,6.69,0.44,86.25,2,4947.4,0.135,8.17,147.45,1
383,10674.77,80.8,2,2.6,88.66,23,2.08,9.7,1.62,81.59,6,2042.74,0.207,7.73,364.17,1
567,17526.89,80.57,2,1.95,80.95,6,2.02,9.59,9.35,83.12,9,1927.81,0.23,3.19,243.52,1
854,8196.12,91.17,4,1.79,91.75,1,4.04,4.51,1.03,81.83,8,1707.55,0.228,2.27,429.2,1
445,5064.59,85.65,3,1.11,72.01,17,1.47,8.91,6.35,97.74,0,3757.78,0.451,4.86,352.25,0
545,13567.51,91.93,4,2.97,68.08,14,3.42,8.34,7.92,87.53,4,2796.38,0.365,8.46,451.96,1
137,19911.17,88.69,2,2.51,74.03,22,3.63,8.21,2.65,90.47,0,2554.43,0.394,3.97,349.02,0
204,5579.66,98.47,1,2.8,76.4,14,4.22,9.17,7.25,95.37,6,1816.36,0.105,1.09,411.71,0
150,8119.97,85.76,3,1.47,87.84,19,1.6,5.07,1.7,87.43,3,4564.55,0.271,6.94,378.62,0
164,12783.72,93.58,5,4.72,93.82,19,3.71,5.2,2.85,92.98,9,2772.69,0.227,2.8,285.04,1
882,17149.11,81.08,3,3.37,88.84,0,0.53,7.12,3.12,81.53,1,3430.77,0.441,5.89,375.47,1
858,6335.63,99.12,4,4.55,66.96,3,0.69,7.9,9.96,89.62,9,1450.12,0.482,1.13,365.45,1
840,10928.52,99.62,0,0.99,74.65,19,2.09,9.04,2.15,81.93,3,1431.89,0.269,5.58,102.68,0
150,16206.14,94.78,5,3.3,66.34,4,0.28,9.01,1.29,84.97,10,1269.42,0.489,4.54,379.46,1
169,10573.15,89.3,1,4.32,87.47,5,4.74,7.77,9.26,85.87,2,2469.38,0.106,8.92,204.86,1
352,7832.55,84.4,5,1.99,69.93,18,4.51,9.66,1.62,94.35,2,2891.55,0.23,7.5,316.73,1
609,7932.44,96.25,2,1.38,81.02,5,0.24,3.43,8.79,93.48,3,1978.31,0.41,1.32,144.53,0
401,11150.73,94.73,5,1.69,91.67,3,4.19,9.6,6.5,94.94,10,2398.71,0.244,8.11,109.21,1
539,12191.26,84.44,5,1.73,86.84,0,2.54,2.51,5.77,81.24,8,1025.04,0.468,8.12,106.05,1
255,17927.22,89.02,4,2.51,71.93,11,3.51,6.44,7.51,99.88,8,2404.35,0.187,6.97,163.28,1
758,14633.79,89.26,5,1.97,73.31,15,4.43,2.72,7.26,81.09,6,1476.69,0.418,9.36,107.96,1
382,15356.03,96.53,3,1.72,86.13,18,2.88,6.54,1.11,96.51,8,1513.54,0.181,8.23,152.96,0
159,19744.81,93.68,5,3.42,81.98,22,0.58,5.12,9.99,94.81,6,1018.02,0.179,2.97,323.67,1
769,11177.65,92.86,1,0.74,63.86,16,0.01,2.65,9.42,91.84,7,3785.52,0.278,4.43,260.11,1
913,11050.32,93.0,0,2.03,94.96,18,2.48,7.18,8.97,88.78,9,4725.14,0.478,4.15,492.3,1
113,18850.2,85.41,3,3.6,80.5,5,4.75,7.85,6.22,95.14,10,3486.18,0.334,5.54,423.48,1
493,8688.13,87.43,4,1.29,78.93,8,2.86,3.39,5.23,94.8,6,1384.81,0.354,9.58,158.71,1
845,15947.23,80.91,4,1.49,67.94,7,1.86,7.56,5.36,82.74,4,4958.6,0.104,6.54,266.72,1
736,16318.6,95.74,3,1.4,75.08,1,0.15,3.43,0.15,95.85,7,4902.34,0.123,3.82,272.39,0
871,6466.82,88.66,3,0.5,73.31,24,4.57,3.1,4.99,81.57,8,2872.94,0.127,9.47,244.85,1
474,12023.47,88.76,3,2.63,70.83,6,1.64,3.18,6.24,90.01,10,1431.48,0.428,7.3,298.24,1
435,8008.44,84.91,5,0.68,82.7,11,3.52,6.79,6.59,92.9,7,3882.96,0.195,3.39,367.95,1
738,7780.63,84.19,5,1.73,78.49,8,3.47,8.23,3.32,96.43,10,4845.87,0.232,9.16,356.36,1
238,11957.42,91.76,0,4.98,95.57,1,1.27,6.78,4.71,89.26,8,4114.8,0.344,4.1,242.84,0
315,9341.45,84.65,3,4.63,97.65,22,0.32,8.47,6.36,84.74,10,3496.81,0.334,5.65,382.02,1
641,16940.91,81.28,2,1.47,68.78,5,1.93,6.73,4.28,89.81,8,3443.33,0.264,5.31,215.79,1
702,18614.07,95.35,4,1.9,64.0,2,1.59,8.38,9.62,85.0,9,4911.67,0.102,9.31,434.19,1
207,17040.81,87.53,3,2.59,91.41,8,3.5,9.81,7.05,90.57,2,1292.48,0.28,3.39,485.75,1
557,8990.46,87.6,5,4.3,99.79,3,4.1,5.13,0.01,89.25,10,1598.22,0.396,4.0,217.89,1
428,9112.02,88.63,2,4.11,94.54,24,1.11,3.2,0.23,95.61,3,4323.25,0.194,6.94,413.88,0
552,8820.93,96.3,4,1.07,60.95,4,2.64,3.08,6.9,84.8,8,1580.45,0.383,8.98,425.37,1
963,7025.57,86.42,0,1.06,70.05,7,0.2,6.78,4.13,84.0,4,2533.19,0.106,2.03,296.31,0
169,19156.98,95.16,5,2.38,61.73,6,1.07,6.38,8.39,89.48,5,2126.0,0.463,2.89,135.1,1
996,11030.72,98.79,0,4.42,92.83,0,3.81,3.47,1.73,81.01,8,1973.78,0.48,9.53,414.47,1
505,8370.34,93.22,2,4.47,83.26,0,3.97,9.06,0.14,84.59,5,1102.89,0.101,8.0,262.99,1
795,17700.07,88.63,5,0.98,80.55,12,3.88,9.65,3.88,87.07,7,3265.01,0.283,4.11,183.23,1
482,10987.93,94.96,5,3.08,82.18,5,0.71,4.03,7.36,89.75,0,2604.96,0.266,4.22,350.66,1
380,5526.75,89.16,2,1.2,70.1,2,2.76,3.66,9.72,85.39,9,3206.36,0.437,5.23,274.78,1
794,7429.12,88.29,2,3.59,84.07,7,2.11,3.71,8.84,91.21,4,2218.03,0.316,7.06,135.03,1
719,14588.76,90.51,0,4.62,61.23,6,4.96,5.1,4.84,97.57,8,4765.84,0.345,6.05,493.47,1
229,16743.58,86.35,5,2.55,85.84,10,3.27,8.83,8.13,90.87,3,3365.39,0.181,7.99,197.86,1
735,8164.02,82.09,0,0.87,89.38,24,4.68,6.77,0.7,85.74,6,4844.83,0.131,1.49,304.39,1
778,18760.93,88.3,0,3.11,86.92,7,0.73,2.54,5.72,81.24,6,2400.02,0.377,8.37,366.92,1
449,17764.96,82.48,2,2.34,73.28,17,2.25,5.78,9.24,82.73,1,1009.16,0.348,1.52,146.04,1
934,17725.71,88.21,0,4.15,93.05,19,3.86,2.72,3.96,91.22,5,4125.06,0.433,8.93,395.76,1
677,8414.92,91.14,0,2.03,88.62,1,1.84,5.25,9.6,93.67,6,4309.52,0.438,1.39,359.32,1
400,5758.04,98.61,3,4.44,65.13,12,3.16,5.23,2.21,80.99,9,1234.81,0.352,2.15,297.5,1
109,18011.35,80.72,4,1.73,67.81,11,2.56,7.19,1.06,83.71,9,3501.48,0.315,2.62,311.33,1
708,9587.0,92.43,1,1.21,85.48,12,4.96,6.4,5.25,86.38,4,3644.07,0.466,3.01,481.92,1
288,14283.75,89.15,4,1.88,71.58,4,0.87,9.0,9.07,86.4,7,1582.94,0.421,4.62,464.36,1
781,16399.5,80.41,3,0.66,64.78,11,4.68,2.13,3.11,99.17,1,3210.1,0.453,6.9,144.79,1
573,6924.4,84.99,1,1.77,66.2,3,2.01,8.19,8.0,84.08,9,1972.8,0.498,9.03,247.5,1
520,16712.58,82.37,4,3.47,66.62,23,2.34,2.18,1.69,81.25,9,1065.81,0.261,5.72,306.71,1
247,19077.67,84.34,3,1.14,79.11,14,2.64,4.43,7.46,87.06,10,4467.64,0.387,5.79,467.99,1
741,15925.62,85.49,4,1.0,84.3,0,1.33,9.04,5.57,82.69,5,2966.78,0.375,3.87,426.63,1
249,11618.34,88.03,0,1.1,67.06,12,4.82,7.52,1.75,82.53,3,4126.8,0.17,8.21,254.59,1
476,18150.17,90.58,1,0.85,88.5,23,4.56,3.38,7.18,88.15,8,3891.57,0.355,1.99,454.48,1
853,12911.86,80.02,1,4.44,71.24,18,4.86,5.93,7.14,86.13,7,4974.82,0.271,3.71,251.26,1
929,16171.56,83.24,2,4.75,72.46,6,4.98,7.78,5.15,81.83,2,2751.81,0.28,1.87,208.48,1
991,17307.59,81.87,5,0.71,68.94,22,3.35,9.5,2.25,92.09,5,2710.2,0.172,2.93,343.96,1
963,16240.29,90.99,4,3.92,91.41,4,2.26,7.07,1.32,90.03,7,2127.02,0.398,6.28,242.36,1
600,9317.82,86.58,3,3.82,98.39,6,4.25,2.2,9.57,81.54,5,3500.59,0.379,2.13,348.96,1
280,6767.66,90.97,3,4.99,79.7,3,0.12,6.0,6.56,97.25,4,2944.45,0.313,1.91,263.87,1
856,8575.08,84.44,5,2.07,61.68,23,4.17,3.22,8.09,85.69,2,3915.04,0.163,8.43,418.31,1
822,12543.12,80.48,2,1.78,70.42,17,2.49,2.38,6.97,99.23,4,2426.05,0.323,2.06,481.72,1
992,12579.15,98.83,1,2.54,66.32,12,3.37,6.79,8.29,98.63,2,1523.38,0.14,6.47,208.12,1
686,13739.67,82.17,0,4.35,93.71,16,1.87,8.22,1.62,88.68,3,4449.74,0.236,4.17,304.0,1
227,10926.53,82.54,1,3.78,63.39,6,1.84,2.29,4.97,84.57,2,4312.19,0.249,9.07,389.77,1
553,16803.37,82.93,3,2.62,98.66,1,0.16,8.27,6.67,96.7,4,2404.0,0.453,7.37,163.41,1
503,18697.31,99.63,2,1.6,83.54,21,2.12,7.65,1.03,87.23,6,3761.41,0.266,1.53,418.36,1
859,8700.88,92.35,2,3.77,80.71,24,2.04,8.02,1.5,83.27,4,2969.61,0.339,9.06,333.19,1
453,16047.85,92.21,2,4.35,93.89,0,1.12,3.96,6.34,91.03,1,4043.89,0.45,4.73,159.9,0
396,15169.58,99.73,5,2.3,61.1,1,1.24,5.15,8.69,89.79,8,2560.53,0.27,3.68,447.29,1
172,12846.36,81.77,5,3.51,91.09,13,2.92,2.96,6.6,97.0,4,3142.56,0.453,7.06,270.68,1
852,7827.95,99.49,0,2.3,64.66,1,1.59,3.91,0.36,94.59,6,1231.26,0.155,7.46,170.65,0
780,16928.48,84.08,0,2.65,93.63,18,4.15,4.42,9.7,97.52,5,1699.64,0.246,3.73,178.16,1
137,19409.39,92.46,1,2.86,81.17,23,0.56,4.56,1.4,94.69,5,4127.06,0.138,4.16,414.2,0
490,15827.54,88.4,5,3.99,62.45,6,2.89,3.4,2.33,92.84,4,2526.26,0.324,2.41,474.29,1
532,18767.9,87.68,2,4.9,93.33,7,0.8,3.51,9.75,90.0,8,1140.42,0.483,6.34,251.3,1
522,19762.78,98.62,5,2.5,61.09,21,2.64,9.21,7.71,99.75,9,1670.55,0.363,9.61,131.53,1
927,10280.76,82.98,3,2.04,65.53,8,2.76,8.27,9.37,99.18,9,2646.39,0.35,4.75,140.33,1
235,14573.35,99.94,3,2.18,91.91,6,3.21,4.76,8.07,96.98,4,3871.65,0.211,9.97,361.79,1
376,12108.99,87.58,1,1.1,78.59,2,2.14,9.58,6.52,95.51,3,2453.94,0.472,2.59,248.3,0
263,19799.43,92.98,2,1.84,95.26,20,2.55,3.91,2.85,91.55,0,3980.74,0.289,8.16,270.45,0
319,6407.12,99.36,0,0.89,85.42,23,0.9,5.25,3.27,85.2,4,4432.24,0.207,9.35,234.82,0
917,11185.62,81.15,3,2.43,84.94,1,2.32,8.51,9.47,97.51,10,2364.55,0.495,7.19,286.22,1
947,18133.09,98.46,1,1.25,71.69,20,1.87,5.54,8.61,80.22,2,4201.5,0.269,1.98,357.42,1
140,9260.77,91.36,1,2.06,65.35,3,3.33,3.88,3.59,84.55,9,1507.52,0.249,3.94,316.46,1
669,16816.89,94.09,0,4.07,98.45,3,2.17,4.95,3.73,88.07,8,2661.13,0.114,1.77,165.7,1
309,10741.75,82.98,4,1.61,64.19,9,3.9,6.01,2.98,91.72,7,1390.25,0.171,6.42,296.52,1
273,19699.68,90.67,5,3.25,81.16,10,2.13,6.97,3.26,91.22,6,1210.11,0.424,9.98,284.25,1
363,18252.95,93.47,2,4.56,70.9,21,1.18,5.24,8.61,83.52,8,1258.11,0.293,4.37,318.29,1
275,9519.81,89.12,3,3.05,70.57,17,1.37,5.45,0.11,82.1,1,1419.01,0.482,2.47,144.27,0
541,16552.9,83.1,5,1.37,83.78,3,0.23,4.11,4.36,84.45,1,4342.9,0.134,3.42,161.41,1
997,10052.85,84.88,3,2.05,91.92,14,2.7,6.28,9.43,86.97,2,3174.71,0.346,6.14,312.1,1
628,14095.44,97.09,3,3.16,91.09,21,4.15,3.76,5.43,80.28,8,4789.55,0.388,6.12,210.17,1
751,14877.21,80.69,2,2.78,94.75,16,3.85,8.94,4.5,93.85,4,3152.0,0.348,3.07,351.61,1
544,17443.93,94.18,3,1.17,71.72,5,2.19,7.98,3.12,84.95,2,3514.85,0.312,7.76,249.1,1
112,5366.76,99.99,3,2.51,78.63,3,0.98,5.28,0.74,87.03,0,1737.94,0.331,1.79,188.29,0
175,8302.37,80.15,4,2.94,60.37,11,4.32,7.98,2.24,86.7,5,3162.32,0.376,6.61,362.56,1
342,15678.77,83.22,3,1.7,89.87,11,0.28,2.06,0.9,90.24,4,2541.21,0.445,4.83,257.56,0
319,13452.85,93.48,3,3.26,72.09,8,2.0,4.76,1.27,97.2,1,4725.74,0.235,2.14,163.04,1
857,12434.08,81.2,0,0.82,82.46,2,4.28,5.52,1.64,82.99,0,4735.68,0.284,6.71,423.52,1
860,5828.15,91.8,5,2.01,66.77,2,1.97,5.76,3.02,86.81,8,1793.99,0.354,7.06,272.7,1
869,10224.14,93.68,5,4.12,92.78,13,0.59,7.99,0.11,93.84,8,3480.52,0.226,4.96,466.03,1
674,17976.5,91.76,1,1.67,92.69,23,1.33,9.7,9.5,80.88,2,3552.7,0.172,8.18,177.36,0
601,5463.39,87.3,1,3.22,95.1,14,3.0,5.04,1.24,96.6,5,3250.14,0.486,5.58,450.54,0
684,10946.54,93.95,5,2.35,61.84,10,0.76,4.8,3.83,99.24,2,1497.32,0.178,3.57,426.36,1
466,19177.22,91.89,1,1.92,99.7,23,3.27,6.88,8.8,92.15,4,3616.06,0.193,9.58,141.57,0
703,5763.21,84.15,4,4.62,69.91,17,2.19,4.25,1.07,99.13,1,4196.34,0.347,9.5,312.67,1
815,16245.59,91.26,4,2.04,72.38,17,1.67,3.13,4.84,88.26,10,2380.9,0.131,1.86,361.47,1
787,8864.19,97.64,5,1.57,69.97,14,1.2,9.69,8.45,88.3,7,3058.21,0.114,9.51,298.19,1
653,17999.13,93.34,0,4.59,70.7,19,4.12,8.48,5.57,82.12,9,1465.31,0.126,7.98,256.11,1
152,16191.02,89.44,2,3.86,82.11,12,1.98,9.67,2.1,80.71,3,4722.75,0.149,1.96,477.54,1
753,18285.58,86.43,3,3.57,69.59,15,3.69,3.74,7.36,84.89,9,1438.15,0.272,5.67,380.33,1
430,8238.87,81.72,5,0.72,75.75,15,2.2,2.14,6.81,89.56,5,1833.51,0.432,1.31,486.35,1
770,12969.39,84.89,1,1.09,86.22,18,0.46,5.5,3.62,90.15,2,2193.91,0.237,6.3,438.49,0
586,16689.05,80.22,1,3.37,93.44,22,2.2,9.47,0.46,84.35,3,4303.16,0.271,9.4,426.85,1
893,8685.5,99.73,1,1.44,87.71,7,2.54,3.11,0.08,92.26,8,3802.62,0.34,4.31,390.25,0
404,8461.19,84.45,4,1.52,83.77,17,2.29,2.94,8.25,83.62,8,1028.06,0.221,5.58,358.43,1
939,5407.73,96.3,5,4.01,65.91,0,4.08,2.55,3.22,86.52,7,1734.25,0.273,3.05,454.74,1
860,19377.73,83.37,0,1.79,92.64,13,4.55,8.12,1.38,83.91,2,4000.6,0.255,5.87,345.36,1
398,15650.25,85.67,1,0.82,61.49,22,3.93,8.29,5.19,93.93,7,2615.34,0.237,8.22,130.12,1
534,14533.41,88.37,1,0.66,70.57,16,2.91,7.56,9.21,90.33,10,1104.85,0.255,2.94,333.03,1
578,16159.92,86.49,5,2.49,62.28,6,2.71,2.43,0.08,94.72,0,4855.67,0.104,5.98,141.13,1
792,12974.19,95.97,2,3.28,86.7,15,3.22,7.79,0.56,81.14,3,1604.93,0.455,4.19,479.72,1
